Patient_ID	C3L-00081	C3L-00415	C3L-00445	C3L-00503	C3L-00568	C3L-00603	C3L-00904	C3L-00923	C3L-00927	C3L-00965	C3L-00993	C3L-01000	C3L-01285	C3L-01455	C3L-01606	C3L-01663	C3L-01838	C3L-01884	C3L-02127	C3L-02130	C3L-02163	C3L-02164	C3L-02168	C3L-02170	C3L-02349	C3L-02358	C3L-02546	C3L-02552	C3L-02619	C3L-02624	C3L-02625	C3L-02627	C3L-02629	C3L-02646	C3L-02648	C3L-02649	C3L-02650	C3L-02660	C3L-02665	C3L-02669	C3L-02891	C3L-02951	C3L-02963	C3L-02964	C3L-02968	C3L-02969	C3L-03272	C3L-03678	C3L-03961	C3L-03962	C3L-03963	C3L-03965	C3L-04013	C3L-04014	C3L-04071	C3L-04391	C3N-00211	C3N-00221	C3N-00247	C3N-00309	C3N-00497	C3N-00555	C3N-00839	C3N-01017	C3N-01018	C3N-01020	C3N-01025	C3N-01028	C3N-01194	C3N-01411	C3N-01846	C3N-01892	C3N-01893	C3N-02252	C3N-02283	C3N-02284	C3N-02285	C3N-02288	C3N-02289	C3N-02300	C3N-02339	C3N-02374	C3N-02375	C3N-02425	C3N-02426	C3N-02434	C3N-02435	C3N-02494	C3N-02523	C3N-02575	C3N-02675	C3N-03051	C3N-03072	C3N-03076	C3N-03092	C3N-03093	C3N-03204	C3N-03424	C3N-03425	C3N-03441	C3N-03486	C3N-03662	C3N-03848	C3N-03851	C3N-03875	C3N-03877	C3N-03880	C3N-03882	C3N-03886	C3N-04124	C3N-04127	C3N-04155	C3N-04162	Samples-altered	Samples-amp	Samples-del	C3L-00081.N	C3L-00415.N	C3L-00445.N	C3L-00503.N	C3L-00568.N	C3L-00603.N	C3L-00904.N	C3L-00923.N	C3L-00927.N	C3L-00993.N	C3L-01000.N	C3L-01285.N	C3L-01455.N	C3L-01606.N	C3L-01663.N	C3L-01884.N	C3L-02127.N	C3L-02130.N	C3L-02163.N	C3L-02164.N	C3L-02168.N	C3L-02349.N	C3L-02358.N	C3L-02546.N	C3L-02552.N	C3L-02619.N	C3L-02624.N	C3L-02625.N	C3L-02627.N	C3L-02629.N	C3L-02646.N	C3L-02648.N	C3L-02649.N	C3L-02650.N	C3L-02660.N	C3L-02665.N	C3L-02669.N	C3L-02891.N	C3L-02951.N	C3L-02963.N	C3L-02964.N	C3L-02968.N	C3L-02969.N	C3L-03272.N	C3L-03961.N	C3L-03962.N	C3L-03963.N	C3L-03965.N	C3L-04013.N	C3L-04014.N	C3L-04071.N	C3L-04391.N	C3N-00221.N	C3N-00497.N	C3N-00555.N	C3N-01017.N	C3N-01018.N	C3N-01020.N	C3N-01025.N	C3N-01028.N	C3N-01194.N	C3N-01411.N	C3N-01846.N	C3N-01892.N	C3N-01893.N	C3N-02252.N	C3N-02285.N	C3N-02288.N	C3N-02289.N	C3N-02300.N	C3N-02339.N	C3N-02374.N	C3N-02375.N	C3N-02425.N	C3N-02426.N	C3N-02434.N	C3N-02435.N	C3N-02494.N	C3N-02523.N	C3N-02575.N	C3N-02675.N	C3N-03051.N	C3N-03072.N	C3N-03076.N	C3N-03092.N	C3N-03093.N	C3N-03204.N	C3N-03424.N	C3N-03425.N	C3N-03441.N	C3N-03486.N	C3N-03662.N	C3N-03848.N	C3N-03851.N	C3N-03875.N	C3N-03877.N	C3N-03880.N	C3N-03882.N	C3N-03886.N	C3N-04124.N	C3N-04127.N	C3N-04155.N	C3N-04162.N
NT5E	17.8487	16.0888	16.195999999999998		15.7311	15.6964	19.2678	16.3872	19.8153	15.2438	15.8882	16.2596	14.4803	17.3852	15.3063	16.6061	17.3073	16.9123	18.8343	16.8917	15.3768	18.5022	17.2207	17.2941	14.6604	15.7351	16.8298	18.891	15.7055		14.8608	21.2046	18.1131	15.6771	18.6246	15.6665	17.8014	16.9114	18.563	17.1722	16.4414	16.7005	16.0415	15.636	15.5276	17.8068	15.2464	15.3245	17.0353	16.39	15.7787	16.4214	13.5985	15.5844	17.2663	18.6746	19.9403	15.9581	19.5357		15.9323	15.1507		15.1575		14.8954	15.2862	17.7995	15.6889	17.5275	15.8513	16.8811	16.8324	15.4176	15.2114	16.793	15.9075	16.0039	18.0794	16.1004	18.6047	17.0503	14.8526	17.7303	18.2237	13.9729	16.7842	15.6945	15.8081	17.1581	16.1767	16.2388	17.052	15.9747	18.1652	19.3755	16.9027	16.6935	16.4024	15.8447	16.7821	16.8503	17.6919	15.3021	15.9527	14.7511	16.9115	16.2024	14.4685	16.7995	17.1573	14.5995	16.2288				16.618	16.9044	15.6364		15.8882	17.3851	16.8296	17.2043	15.3605	16.0126	15.3564	16.5803	15.9507	16.6514	16.4146	16.9162	17.1873	17.0283	16.8681	16.4442	16.5869	16.9431	17.041	16.6159	17.0977	16.3188		16.4195	16.8619	16.9816		16.8694	16.7703	15.7431	16.688	16.385	16.7541	16.8023	16.4631	16.6141	16.5094	16.4183	16.6156	16.72	16.5758	16.5867	16.820999999999998	16.9569	16.2515	16.8504	16.3401	16.7114	16.5338	16.7857	16.2207	15.8008		16.2908	16.5607	16.9279	16.8448	16.1057	16.9024	16.3486	17.2202	16.6797	16.7291	15.7472	16.7004		17.0055	16.732	17.5216	16.6001	16.8364	16.3696	16.3722	16.9562	16.2568	17.1581	16.119	16.9525		16.8902	16.4771	17.214000000000002	16.5554	16.9856	17.2131	16.527	15.5851		16.7848	16.7435	16.8171	16.2199	17.0078	16.8266		16.7386	17.5489		16.3527
NTRK1	11.8655	8.9639	11.4414		13.1337	13.4081	12.964	13.8359	12.8647	10.9841	10.5806	11.5622	10.6049	13.0101	12.0844	11.7383	13.5522	11.8926	11.7702	11.8103	9.5763	12.4631	11.4202	12.921	11.540999999999999	12.1453	12.9311	13.6579	12.593		12.1109	13.8112	12.4054	12.3167	11.8424	11.5048	12.5355	12.1438	12.7642	10.604000000000001	12.6226	13.6791	13.6093	13.3925	12.4	11.4657	10.0654	11.9847	12.2363	9.7872	11.8199	11.0064	11.1705	12.0537	14.3666	12.6934	11.9862	11.1183	11.6983		11.987	11.3923		13.2309		13.2524	11.0524	12.4886	12.0715	11.450999999999999	11.8574	12.9715	12.2274	12.2034	12.5436	10.915	12.7119	12.8037	12.0675	12.6525	12.2176	11.452	11.6921	11.0522	12.4931	11.9997	12.4077	13.6702	11.503	10.4846	12.8191	12.5488	9.1768	11.4472	12.6073	13.0854	10.8386	12.1939	12.6801	12.9841	12.074000000000002	12.1004	12.7711	12.9068	11.2972	10.9017	11.3887	9.9721	13.7516	12.5106	12.2973	10.8178	11.7871				12.6793	12.9453	13.0036		14.1483	12.7103	14.7171	13.1049	12.8528	13.3458	11.6208	13.4188	12.8271	12.870999999999999	13.2462	14.8707	13.4137	12.940999999999999	11.568	12.4896	12.7973	12.5757	12.960999999999999	12.3061	14.0783	13.1518		13.0684	12.4465	12.2122		11.9285	12.3593	12.1201	12.5566	12.7853	12.6096	13.3476	12.5538	12.9436	13.2064	12.0109	13.2725	12.3851	13.1432	12.1344	12.3995	11.894	12.4894	12.4131	13.9581	12.975	13.6605	12.4424	11.4425	12.6453		11.9232	12.1587	13.4477	14.1378	13.5011	13.7575	13.3773	13.2139	13.0734	13.4487	12.5348	12.9206		13.8167	14.0761	12.8544	11.4714	12.356	12.0844	12.2621	13.0511	11.9878	12.7625	11.8483	11.6811		12.3556	12.6883	12.3756	11.9067	14.0988	12.5374	13.0479	13.0924		12.0528	12.4533	12.1132	13.4276	12.1424	12.4428		10.6645	12.5962		13.161
NTRK2	20.3672	17.9527	19.8986		20.1191	17.1559	12.7391	16.8942	8.3597	18.4559	15.2208	12.161	17.8984	15.5861	19.4886	14.2847	18.0412	17.775	19.0359	14.9429	20.4009	15.5837	20.0343	12.3242	17.0369	18.8928	17.4336	14.1808	17.8971		18.8219	15.972000000000001	12.84	19.1936	15.6223	15.0905	15.8169	16.802	11.772	18.5632	17.0209	17.0708	17.355999999999998	16.6432	18.6545	18.1023	21.1923	15.481	17.1355	17.3618	14.7224	18.6311	12.5952	15.6102	17.6423	17.8936	12.2245	20.0487	11.9653		16.3906	18.8699		19.9696		19.456	20.0918	16.235	16.9338	20.9887	17.4818	18.7663	13.6201	18.383	12.6453	16.4194	17.815	19.6702	14.5581	18.5521	13.8867	18.5577	20.0308	19.6709	14.1096	19.97	16.82	19.8141	19.3228	20.1724	14.3598	18.4014	20.2149	12.6645	12.7939	11.583	19.5794	13.407	17.0718	19.6864	16.6395	20.5406	12.28	9.7535	17.5828	19.3833	19.4174	20.070999999999998	13.6966	19.484	14.4666	20.6867	19.5757				17.2994	14.9782	15.8719		15.5103	14.009	15.7926	15.2954	14.4997	14.02	15.1827	14.2575	15.8508	14.0041	11.9716	14.5442	16.3416	14.7058	12.5832	13.8168	14.392000000000001	14.2934	16.8757	16.0185	15.3711	14.8121		15.5431	16.4918	16.4536		15.3163	13.8985	12.6952	14.2835	13.8685	15.6308	12.5822	15.6573	16.414	14.945	15.2509	15.3046	17.6351	12.7873	15.1739	16.099	13.3129	13.686	15.8209	16.1046	14.255	16.2738	14.4732	15.6051	16.6918		12.915	14.6611	16.1565	15.6193	15.6894	14.7668	14.5184	13.1713	14.0636	14.7417	13.682	14.7763		14.3879	15.5312	14.8062	12.8045	16.5472	15.7602	14.7588	16.748	15.7706	14.2822	12.2798	11.9456		12.0145	14.5971	14.2717	12.9987	14.4713	13.3763	12.9089	12.7285		13.9529	13.9639	15.4373	16.5219	13.5678	15.4737		12.7291	15.843		15.569
NUDT1	17.5238	16.9191	17.6074		16.7928	18.4019	16.8288	16.9943	17.3385	18.2652	17.8792	16.8492	17.6207	16.4382	16.3066	16.3945	16.4479	17.6254	17.5932	16.7682	17.8557	15.9687	17.9738	16.2415	17.4125	17.3247	17.1919	16.542	17.7219		17.3137	17.3011	16.6144	17.2133	17.616	17.1572	17.1566	17.3178	17.3493	17.1071	16.7517	17.4602	16.9486	17.284000000000002	17.4226	16.9186	16.8643	16.7065	16.2286	17.9214	16.9493	17.189	17.0327	17.5145	16.4468	16.6994	17.311	18.0535	16.733		17.3229	17.3805		17.6847		17.3389	18.5344	16.9318	17.5134	18.6656	17.3848	16.6855	17.4864	16.734	16.9529	17.6335	16.0523	17.471	16.727999999999998	17.3876	17.4741	17.3907	18.0236	17.8307	16.6618	18.2688	16.2186	17.5554	18.0511	17.5694	16.6701	17.3516	18.1411	16.3518	16.8882	16.8762	16.6643	16.5297	17.5925	16.9421	17.5967	17.1828	16.6133	18.207	17.4089	17.5918	17.4905	17.2584	17.2335	17.4545	17.5576	17.5825	17.7716				15.4109	16.2308	15.8992		16.2115	15.4637	15.7817	15.9757	15.6938	16.1127	15.3748	15.390999999999998	15.5192	16.0247	16.0357	15.7072	15.0678	15.6376	15.1937	15.4461	15.3984	15.3969	15.6193	15.450999999999999	15.9366	15.7135		14.849	14.9734	15.5816		15.2777	15.0182	15.4254	15.3087	14.8005	15.5131	15.0437	15.6112	15.3349	16.3662	15.1558	15.1672	15.4425	15.2787	15.3003	15.6268	15.0982	15.1203	15.2108	16.2191	15.2775	15.4091	15.8795	15.4489	15.8506		15.677	15.538	15.4686	15.7961	15.8002	16.0478	15.7265	15.9	15.5714	15.9536	15.7688	15.8681		15.5502	15.5213	15.369000000000002	15.8454	15.770999999999999	15.3971	14.9186	15.3774	15.4289	16.0082	15.7041	15.3142		15.2781	15.350999999999999	15.4227	15.6684	15.4576	15.0175	15.1976	15.7445		14.9665	15.9754	15.0089	15.6426	15.4812	15.1969		15.4223	15.4095		15.3808
NUDT16L1	16.9962	17.7057	17.5566		17.048	17.3121	16.2389	17.2892	16.6035	16.8315	18.0684	17.2991	17.0657	16.7818	17.2301	17.1014	17.1998	16.9951	17.2611	17.6002	17.0964	17.1399	17.2079	17.1831	17.6658	17.0395	17.0335	17.2044	17.0729		16.8995	17.142	17.3404	16.4895	16.7134	17.5796	16.8775	17.2663	16.9489	17.0422	16.6464	17.1124	16.8385	16.9172	17.9311	16.1843	16.8161	16.7198	16.8048	16.4122	16.8657	17.04	17.5922	16.0939	16.1347	16.0491	17.2826	18.0014	16.7731		16.9228	18.3466		17.3449		17.066	17.0691	17.5825	18.1553	16.8179	16.6468	16.7559	17.5444	17.0963	17.887	17.4327	17.7021	17.2971	17.1853	17.6243	17.6593	17.5162	17.4649	16.8985	17.4772	17.6782	16.7048	16.7569	17.2861	18.5123	17.0094	17.2663	15.710999999999999	16.8376	16.8064	16.8193	16.5609	16.9326	16.8055	16.7807	17.7523	16.1087	16.7527	17.3889	17.2367	16.9413	16.542	17.2193	16.9491	16.7762	17.0694	16.5825	16.4514				17.1881	17.2764	17.2113		17.1727	17.0481	17.0466	17.1034	16.8795	16.939	17.0323	17.0746	17.1511	17.0186	17.3331	17.1371	17.1082	17.0851	17.0064	17.1687	16.7576	17.4297	16.85	16.932000000000002	17.2824	17.3432		16.6737	16.4743	16.6089		16.494	16.3705	16.4908	16.0055	16.182000000000002	16.6095	16.5923	17.0364	16.6429	17.1102	16.7999	16.6576	16.7162	16.1774	16.4235	16.6008	16.3263	16.4573	16.7358	17.0365	16.5569	17.0632	17.1528	17.2084	17.1463		17.0823	17.3307	17.3273	16.9685	17.0613	17.2679	17.322	17.235	17.1222	17.3267	17.2725	17.227999999999998		17.1228	17.0705	17.3571	16.9687	17.3215	16.9598	16.1563	16.5658	16.6736	17.4744	16.8174	16.5632		16.7385	16.3683	16.4452	16.9179	16.5628	16.5211	16.5292	17.0483		16.5824	16.9341	16.4336	16.9804	16.5431	16.6254		16.6934	16.76		16.5577
NUMB	17.3708	17.7043	17.0421		17.1504	16.0252	17.1366	17.0963	17.1129	17.359	17.4948	17.717	17.359	17.3898	17.0658	17.2075	17.5483	17.5462	17.2023	17.8885	17.1769	17.5271	16.9467	17.4571	16.9684	17.5786	17.7859	17.8056	17.3505		17.077	17.787	17.6282	17.4726	17.4024	16.6833	17.7256	17.1994	17.438	17.2013	17.1874	17.4662	17.4181	17.6703	17.3657	17.2866	17.1563	17.297	17.7196	17.0465	17.5447	17.3069	16.8218	17.14	17.3656	17.6826	17.7036	17.0631	17.5954		16.8264	17.3411		16.8791		17.4296	16.9593	17.6002	17.2932	17.463	16.9834	17.2261	17.65	16.9182	17.0063	17.4432	16.965999999999998	17.6956	17.6355	17.2197	17.2892	17.9426	17.3321	17.6341	17.397000000000002	16.8855	17.5302	16.9485	16.6642	17.3572	17.2591	17.3502	17.5876	17.1751	17.483	17.8921	16.782	17.8133	17.5806	17.1965	17.2751	16.9848	17.896	17.5293	18.1419	17.0803	17.2041	17.8456	17.4279	17.4067	17.9744	17.0792	17.2754				17.7815	17.7143	17.9989		17.976	18.0665	17.9768	17.9085	18.0826	17.7273	18.0962	18.0619	17.8561	18.2579	18.0011	17.9786	18.1726	17.996	18.121	17.7776	18.1087	17.9693	18.1234	18.0634	17.7804	17.8596		18.1454	18.1586	18.0362		17.9735	18.1805	18.1322	18.2212	18.5042	17.8701	17.6591	18.1704	18.1093	17.865	18.1891	18.2582	18.1069	18.0567	17.9613	17.8666	17.8787	18.3469	17.8722	17.8579	18.0409	17.9685	17.7383	18.0856	18.0608		18.1618	18.2486	17.934	17.8088	17.9865	17.8272	17.8242	17.6605	17.9667	17.7967	18.1131	17.8598		17.9708	17.7678	17.930999999999997	17.9503	18.1766	18.1668	18.3614	18.0716	18.2926	17.8896	17.7158	17.8274		18.0768	17.9235	17.8236	18.0243	17.6955	18.0753	18.2376	18.0067		18.1417	17.8155	18.1335	17.8805	17.7286	17.9322		18.035	17.9289		18.0807
NUP62	17.601	17.3284	17.942		17.785999999999998	17.44	17.8522	17.339000000000002	17.8078	17.0627	17.7328	17.5284	16.8118	17.488	17.8062	17.7517	17.3742	17.7201	17.3866	17.131	17.7616	17.1674	17.8782	17.1847	17.6676	17.1048	17.7187	17.051	17.6537		17.752	17.6586	17.374000000000002	17.7917	17.078	17.8693	17.5688	16.9014	17.344	17.7726	17.5379	17.7203	17.5821	18.195	18.1003	17.1169	17.7661	17.5451	17.2105	17.1139	17.3572	17.3065	18.1367	17.4788	17.5995	17.2649	17.1189	18.0991	17.3779		18.1427	17.8503		17.0165		18.5389	18.1507	17.7076	17.3936	17.2963	17.8287	17.7468	17.5808	17.8424	17.9028	17.7746	17.5363	18.0432	17.8348	17.9442	17.9525	17.9626	17.4014	17.623	17.5272	18.3524	18.0575	17.7743	17.4738	17.1449	17.9991	17.2753	17.9823	17.3987	17.1963	17.547	16.8002	17.3678	18.1911	17.3072	17.0725	17.4896	17.2133	17.7717	17.2398	17.4332	16.9455	16.8452	17.6405	17.5607	17.4493	17.3803	16.9608				16.6495	16.7123	16.9092		17.197	16.5141	16.9683	16.7281	17.2506	17.0938	16.2932	16.437	16.5498	16.9514	17.0465	16.8344	16.5936	16.4772	16.6632	16.8413	16.1432	16.6763	16.7282	16.2693	16.5452	16.9283		16.5055	16.4459	16.5564		16.3042	16.3154	16.5619	16.4175	16.6543	16.5498	16.7557	16.711	16.4881	17.2735	16.857	16.5812	16.5033	16.38	16.3294	16.4394	16.6464	16.3969	16.5955	17.2799	16.4607	16.66	17.0778	16.7701	16.865		16.6717	16.7941	16.8938	16.9959	16.5453	17.1286	16.6623	16.7774	16.8515	16.8263	17.0453	17.1		16.3962	16.8636	16.6774	16.9248	16.7596	16.5537	16.5565	16.4528	16.3728	16.7715	17.1271	16.7946		16.4272	16.5265	16.6313	16.4646	16.9057	16.7687	16.2982	17.1871		16.4302	16.7784	16.6908	16.7104	16.5932	16.6039		16.5096	16.6694		16.7324
NUSAP1	18.9045	18.2428	18.2053		18.7402	19.0965	18.2586	18.0477	19.5788	19.0898	18.9934	18.7387	19.8655	17.5059	19.0532	18.2576	17.1965	18.1118	18.879	18.6334	17.7553	16.8432	18.2273	17.1379	18.6385	18.4362	18.5805	16.8217	19.0489		18.3853	19.1148	17.4687	18.1888	19.1005	18.0369	18.3911	17.7707	18.4798	18.2109	18.4992	18.6614	17.0019	18.9729	17.2724	18.7259	18.5536	18.6348	17.4727	20.5026	18.2102	19.4093	20.0451	18.3278	17.7348	18.3231	19.2121	19.1961	18.4158		19.2834	18.3639		18.147000000000002		18.7309	19.18	18.0816	18.6165	18.9458	17.6725	18.3071	17.8777	18.5322	18.7391	18.5577	18.6131	18.2723	17.6615	19.3829	17.1675	17.7842	18.6741	18.6594	17.4089	19.5163	18.2404	18.2092	18.8024	17.7004	17.0777	18.7664	20.2647	19.0169	17.967	18.0863	18.6186	17.4309	19.0927	18.0378	18.4859	18.9992	17.9568	20.1422	18.7081	19.0522	18.7067	19.1257	20.4429	18.3256	18.3461	18.7425	19.7689				13.8941	18.0936	16.4655		16.5518	15.6546	14.9712	15.8116	15.2358	16.3542	15.3048	15.227	15.2801	16.5686	15.5923	15.2591	14.1151	15.8434	15.2868	15.8625	15.932	15.0497	15.354000000000001	15.3649	15.6026	15.4853		14.9194	15.5154	15.9871		14.4381	15.1008	16.1929	14.9194	15.69	16.4714	16.0764	15.7106	14.9581	16.4436	14.7533	15.3846	15.2822	15.6334	15.2807	15.4757	16.9004	15.7518	14.9455	16.1425	15.1141	14.2749	16.1311	15.9381	15.1776		15.4331	15.6806	14.655999999999999	16.1209	14.6454	16.4809	15.192	15.4563	15.833	15.6037	15.9156	16.002		15.0824	14.2765	14.8749	15.8858	14.8783	15.5688	14.7741	15.5463	15.362	15.9515	16.8549	16.0679		15.3441	15.8778	16.2165	15.8865	15.3937	15.3371	15.6129	16.6545		14.4089	16.0309	15.1839	15.45	15.1867	15.1955		15.094000000000001	14.7345		16.0916
OCLN	15.109000000000002	16.0073	15.5051		14.3247	15.2642	15.3297	15.6479	16.4237	16.7191	16.0712	17.2805	15.222000000000001	15.401	15.7533	16.3136	16.0318	15.9298	16.1825	16.3803	16.4978	16.258	15.405999999999999	16.8386	16.6674	15.7746	15.2661	15.7386	15.7103		13.6221	16.7977	17.4143	15.5803	15.7866	16.4593	16.1714	16.8342	17.2749	14.4237	15.7609	14.9491	15.4647	15.7816	16.3291	15.607999999999999	17.5193	17.3014	16.5425	15.4928	16.8949	16.6105	16.4226	15.224	15.0886	14.5186	15.8076	16.1553	15.664000000000001		15.3272	15.8097		16.2591		15.8509	15.5561	16.0357	16.7468	15.8331	15.13	14.683	17.1531	16.2623	16.2748	15.8984	15.8074	15.6478	15.7683	15.0752	15.5188	17.3068	17.5664	16.6647	14.3744	16.1991	15.4909	15.5581	15.1031	16.6903	16.6714	16.2449	14.63	15.4135	17.2481	15.095	15.030999999999999	16.3073	15.5053	16.6096	15.1103	14.5365	16.0829	17.1868	15.5829	17.2958	15.8375	17.4601	15.8001	15.4988	15.815	17.0844	16.2853				18.0745	17.8983	17.8781		16.9756	17.7496	16.419	17.3619	17.1497	16.9368	17.7145	17.9273	17.4341	17.4409	17.3732	16.8868	17.9818	17.5271	18.3519	17.5224	17.8484	17.758	17.5511	17.8985	17.2571	17.1708		18.0134	17.6419	17.5553		17.7683	17.9757	17.44	17.6773	17.7482	17.4839	17.3375	17.567999999999998	17.862000000000002	17.2342	17.7818	17.7291	17.7886	17.7065	17.8828	17.6023	18.0721	17.7558	17.7473	17.4411	17.5032	17.4823	17.3839	17.66	17.7203		17.4357	17.8472	17.559	17.3473	17.410999999999998	17.0936	17.6582	17.3172	17.5592	17.1077	17.4044	17.2199		17.5963	17.3758	17.9416	17.6161	17.9017	17.7997	17.6516	17.9613	17.9825	17.3036	17.6476	17.619		17.989	17.3988	17.6483	17.9048	17.1036	17.8623	17.9001	17.116		17.6704	17.4255	17.5747	17.31	17.0465	17.9937		17.4978	17.5559		18.0697
ODF2	17.3498	17.5228	18.4722		17.5088	17.7078	17.5612	17.1404	18.1511	17.5287	17.6148	17.3183	17.6178	17.2648	17.8181	17.1762	17.1743	17.1685	18.3629	17.3357	17.9762	17.4563	17.4227	17.4953	16.8985	17.3538	17.6126	17.4586	17.3063		17.1378	17.7317	17.4259	17.0555	18.0318	17.2079	17.2833	17.54	17.1742	17.1555	17.4563	17.2948	17.1902	17.378	17.3083	17.879	17.0157	16.7825	17.4171	17.9282	17.3635	17.8838	18.3544	17.8766	17.664	17.2675	17.6078	18.1701	17.1616		17.6295	17.5752		17.5266		18.0578	17.6031	17.8293	17.6485	18.2063	17.2819	17.6505	17.5262	17.3245	18.8374	17.5193	17.1764	17.2407	17.965	18.0986	17.7136	17.5601	17.995	18.5183	17.4919	17.2246	17.7599	16.9171	17.2785	17.4694	17.2245	17.4169	18.2981	17.6977	17.246	17.1987	17.0542	17.0027	17.3707	17.1617	17.5698	17.5763	17.2127	18.4494	17.2637	17.2439	17.9919	18.08	18.3349	17.2278	17.1849	18.012	18.3312				17.0037	17.0076	17.1344		17.1504	17.1676	17.6672	17.2889	17.0152	17.3967	16.9098	17.1244	17.06	17.3232	16.9787	17.227	17.1528	17.2283	17.2327	17.4305	17.2956	17.0119	17.403	16.8807	17.6476	17.0239		17.0355	17.273	17.057000000000002		17.1289	16.9675	17.0166	17.2491	16.9795	17.1446	17.2581	16.7911	17.2335	16.9883	16.9914	16.9871	16.9575	17.002	16.9711	17.1202	17.303	17.3445	17.0522	17.2016	17.0675	17.2277	17.125999999999998	16.9882	17.2977		16.9931	17.0851	17.1778	17.3074	17.2915	17.588	17.1647	17.1449	17.2835	17.1106	17.0293	17.1703		17.358	17.2578	17.2574	17.1237	17.3313	17.1408	16.9875	17.0617	16.85	16.8869	17.1636	16.9682		17.163	17.2304	17.3582	17.0079	17.381	16.8065	17.0794	17.2142		17.1261	17.2094	16.9593	17.4611	17.1913	17.0826		17.4666	16.9331		17.1381
OGG1	14.2543	14.4361	15.0037		14.7608	15.265	14.06	15.0651	14.6192	15.2005	15.1749	15.184000000000001	15.2917	15.0565	14.841	14.7244	14.5451	15.8907	15.9063	14.8008	15.0229	15.4519	14.849	15.2237	15.3336	15.450999999999999	15.0656	15.1979	15.4382		15.4639	14.9823	15.6131	15.0067	14.8357	15.0938	14.8986	14.9477	15.1206	14.7021	15.1473	15.431	15.1809	15.2607	15.3261	15.2649	15.3334	15.1963	15.5526	14.4317	15.2273	14.8051	16.1374	15.0107	15.2151	14.8726	14.8076	15.1345	15.2898		15.6471	14.8345		14.5662		15.1069	14.9609	15.2501	15.8784	14.6102	14.8741	15.3255	15.126	15.1393	16.3549	14.3243	15.4693	15.2035	15.3617	15.0656	15.3351	15.1026	15.0477	15.3864	15.5552	15.8066	15.0227	15.0203	14.5059	14.9149	15.6316	15.2652	14.6652	15.105	15.2079	15.3673	14.8904	15.1928	14.6394	14.6709	14.7182	14.7929	15.2966	16.413	14.7561	15.037	15.0382	15.5962	16.5114	14.9905	14.9662	14.7509	15.1411				15.4454	15.3162	14.7403		15.6085	15.7212	15.874	15.5647	15.3553	15.4904	15.2592	14.7325	15.5064	15.8148	15.2181	15.777000000000001	15.585999999999999	15.3333	15.5645	15.1032	14.9665	15.5438	15.7563	15.4041	15.3369	15.6104		15.5076	15.1911	15.4567		15.1781	15.3434	14.7355	14.967	14.4302	14.8322	15.1908	15.2708	15.3181	15.4008	15.888	15.8684	15.4785	15.0087	15.2184	14.9849	15.312000000000001	14.8283	15.5905	15.8606	15.5408	15.6978	15.913	15.3405	14.8758		15.0321	15.67	15.5838	15.4865	15.1837	15.2301	15.4147	15.6739	15.3711	15.6168	15.4482	15.7327		14.8557	15.5451	15.8293	15.7144	16.0413	15.1656	15.4704	15.3263	15.1815	15.4764	15.8051	15.0752		15.3585	15.1218	15.354000000000001	15.5087	15.0529	15.3887	14.78	15.3415		16.0179	15.8694	15.8351	15.8589	15.3911	15.7081		15.5162	15.5583		15.2027
OGT	20.0277	19.749000000000002	20.3141		19.9877	19.5211	19.8341	20.0661	19.1595	19.3929	19.9585	19.6553	20.4772	20.1322	19.7288	19.998	19.29	19.7403	19.9241	19.7053	19.8164	20.3223	19.5862	19.9011	19.6064	19.1888	20.0619	20.0669	19.4996		20.288	19.8576	20.4666	19.1439	19.5339	19.2451	19.7934	19.7538	20.0605	19.476	20.1168	19.7546	20.2974	19.9703	19.4269	20.1071	20.0218	19.9236	20.5875	19.3205	20.4167	19.2588	19.7167	19.4914	20.0572	19.9182	19.2925	19.7352	20.389		20.3925	19.9429		19.9319		19.5093	19.7363	20.2162	20.1276	19.5467	19.2423	19.6625	19.5979	19.4828	19.1905	19.0721	19.6382	19.7011	19.7653	19.4878	18.9425	18.8557	19.9688	19.7349	19.6008	19.4866	19.7606	20.1193	19.0389	19.9892	19.9334	19.5634	19.0872	19.607	19.7127	19.9252	19.1493	19.9955	19.3997	19.7542	19.7754	19.7073	20.3051	20.1583	20.0944	19.9706	20.1544	20.1885	19.6175	19.6766	19.874000000000002	19.4348	20.2669				19.6943	19.7994	19.6081		20.0021	19.7376	19.9472	19.6183	19.4825	19.9292	19.6596	19.7958	19.871	19.8943	19.5403	20.0733	19.6748	19.5639	19.9511	20.0806	19.7881	19.8347	19.7724	20.0684	19.9361	19.9603		19.867	19.9121	20.1944		19.6314	19.5479	20.0024	19.8448	20.4399	20.394000000000002	19.5851	19.4969	19.8158	20.0921	19.7876	19.9949	19.4553	19.7113	19.8498	19.7319	19.9245	19.8938	19.6856	19.9624	19.6333	19.8749	19.6969	19.9148	19.8039		19.7292	19.7521	19.8702	19.7431	19.6131	19.7187	19.687	19.8852	19.8093	19.7434	19.5379	19.604		19.3111	19.7044	19.9194	19.8111	19.8748	19.7832	20.1245	19.9114	19.8397	19.8214	19.6583	19.791		19.9229	19.6825	19.8393	19.9357	19.6441	19.6705	19.793	19.6256		19.9351	19.6271	20.038	19.8093	19.6257	19.9337		19.8212	20.0564		20.0744
